동,인덱스,면적,가구수,인구,인구밀도,상권월소득금액,상권지출총금액,유동인구(08),유동인구(19),은행,주차장,사업체
판교동,0,2.93,7866,24457,8347.098976,518903.378,2642500000,8105,8105,9,237,755
